store_id,product_id,week,weekly_units_sold,weekly_units_ordered,avg_inventory_level,avg_price,avg_discount,holiday_promotion,lag_1_units_sold,lag_2_units_sold,lag_4_units_sold,rolling_4wk_avg,rolling_8wk_avg,rolling_4wk_std,week_over_week_change
S001,P0001,2022-06-13,862,816,256.42857142857144,62.11571428571428,12.857142857142858,1,1426.0,1236.0,912.0,1116.75,994.625,261.36994854037835,-0.39551192145862557
S001,P0001,2022-06-20,1207,1009,335.1428571428572,48.541428571428575,9.285714285714286,1,862.0,1426.0,943.0,1182.75,983.625,234.85793578246407,0.40023201856148494
S001,P0001,2022-06-27,612,784,263.57142857142856,49.85857142857143,2.142857142857143,1,1207.0,862.0,1236.0,1026.75,1026.875,361.040510192416,-0.49295774647887325
S001,P0001,2022-07-04,472,934,259.57142857142856,58.71142857142858,10.714285714285714,1,612.0,1207.0,1426.0,788.25,958.75,322.42247130124167,-0.2287581699346405
S001,P0001,2022-07-11,1079,1048,220.14285714285717,59.13714285714286,15.0,1,472.0,612.0,862.0,842.5,979.625,355.52449517110165,1.2860169491525424
S001,P0001,2022-07-18,1134,735,342.1428571428572,55.597142857142856,9.285714285714286,1,1079.0,472.0,1207.0,824.25,1003.5,331.64878511260474,0.050973123262279874
S001,P0001,2022-07-25,1466,633,310.1428571428572,66.09714285714286,11.428571428571429,1,1134.0,1079.0,612.0,1037.75,1032.25,414.1001287933471,0.2927689594356262
S001,P0001,2022-08-01,1208,768,318.0,59.71428571428572,12.857142857142858,1,1466.0,1134.0,472.0,1221.75,1005.0,171.1965244974325,-0.1759890859481582
S001,P0001,2022-08-08,1016,885,293.85714285714283,67.33142857142857,8.571428571428571,1,1208.0,1466.0,1079.0,1206.0,1024.25,190.51509126575775,-0.1589403973509934
S001,P0001,2022-08-15,1267,559,268.85714285714283,61.84857142857143,7.142857142857143,1,1016.0,1208.0,1134.0,1239.25,1031.75,185.29503501173474,0.2470472440944882
S001,P0001,2022-08-22,807,784,294.85714285714283,55.76142857142857,8.571428571428571,1,1267.0,1016.0,1466.0,1074.5,1056.125,208.05207681411568,-0.36306235201262826
S001,P0001,2022-08-29,932,666,205.7142857142857,39.33285714285714,4.285714285714286,1,807.0,1267.0,1208.0,1005.5,1113.625,194.33390508778103,0.15489467162329618
S001,P0001,2022-09-05,1052,824,271.7142857142857,49.92857142857143,15.0,1,932.0,807.0,1016.0,1014.5,1110.25,195.81028233130834,0.1287553648068669
S001,P0001,2022-09-12,1574,846,365.7142857142857,69.84714285714286,15.0,1,1052.0,932.0,1267.0,1091.25,1165.25,337.01965818035006,0.4961977186311788
S001,P0001,2022-09-19,1090,459,372.7142857142857,59.38285714285714,11.428571428571429,1,1574.0,1052.0,807.0,1162.0,1118.25,282.80028288528996,-0.3074968233799238
S001,P0001,2022-09-26,1029,712,209.42857142857144,61.48142857142857,10.714285714285714,1,1090.0,1574.0,932.0,1186.25,1095.875,259.72084372777374,-0.05596330275229355
S001,P0001,2022-10-03,749,761,202.8571428571429,58.66,10.714285714285714,1,1029.0,1090.0,1052.0,1110.5,1062.5,342.82016665690287,-0.27210884353741494
S001,P0001,2022-10-10,1123,653,231.42857142857144,63.77857142857143,10.0,1,749.0,1029.0,1574.0,997.75,1044.5,170.343525461541,0.4993324432576769
S001,P0001,2022-10-17,1005,744,256.42857142857144,59.0,7.142857142857143,1,1123.0,749.0,1090.0,976.5,1069.25,159.98645776023253,-0.10507569011576134
S001,P0001,2022-10-24,989,855,253.8571428571429,66.94428571428571,12.857142857142858,1,1005.0,1123.0,1029.0,966.5,1076.375,156.830056643064,-0.015920398009950265
S001,P0001,2022-10-31,1137,767,285.2857142857143,55.56428571428571,10.714285714285714,1,989.0,1005.0,749.0,1063.5,1087.0,77.27655961976224,0.14964610717896876
S001,P0001,2022-11-07,665,764,290.57142857142856,42.81285714285714,10.0,1,1137.0,989.0,1123.0,949.0,973.375,200.61239576191034,-0.41512752858399293
S001,P0001,2022-11-14,681,625,235.8571428571429,58.96571428571429,9.285714285714286,1,665.0,1137.0,1005.0,868.0,922.25,233.22378380716953,0.024060150375939893
S001,P0001,2022-11-21,799,744,225.7142857142857,37.07285714285714,7.142857142857143,1,681.0,665.0,989.0,820.5,893.5,219.2981228069832,0.17327459618208518
S001,P0001,2022-11-28,1246,888,341.1428571428572,60.70285714285715,12.142857142857142,1,799.0,681.0,1137.0,847.75,955.625,272.14135420157425,0.5594493116395494
S001,P0001,2022-12-05,960,694,295.2857142857143,53.044285714285714,8.571428571428571,1,1246.0,799.0,665.0,921.5,935.25,244.69641054444048,-0.2295345104333868
S001,P0001,2022-12-12,756,733,235.42857142857144,64.56,7.857142857142857,1,960.0,1246.0,681.0,940.25,904.125,221.94049502813442,-0.21250000000000002
S001,P0001,2022-12-19,794,801,227.8571428571429,45.82428571428572,10.0,1,756.0,960.0,799.0,939.0,879.75,223.01270516871162,0.050264550264550234
S001,P0001,2022-12-26,934,768,366.8571428571428,63.87571428571429,7.857142857142857,1,794.0,756.0,1246.0,861.0,854.375,101.06763412025975,0.17632241813602012
S001,P0001,2023-01-02,826,715,296.57142857142856,49.97857142857144,11.428571428571429,1,934.0,794.0,960.0,827.5,874.5,76.54845959695527,-0.11563169164882225
S001,P0001,2023-01-09,874,696,195.42857142857144,41.42714285714286,12.142857142857142,1,826.0,934.0,756.0,857.0,898.625,60.95900261651289,0.05811138014527839
S001,P0001,2023-01-16,769,709,314.1428571428572,58.09,9.285714285714286,1,874.0,826.0,794.0,850.75,894.875,70.15874856352575,-0.12013729977116705
S001,P0001,2023-01-23,1061,754,297.57142857142856,66.65571428571428,11.428571428571429,1,769.0,874.0,934.0,882.5,871.75,126.50296439214388,0.37971391417425226
S001,P0001,2023-01-30,725,497,258.85714285714283,56.00285714285714,11.428571428571429,1,1061.0,769.0,826.0,857.25,842.375,149.52452418694853,-0.3166823751178134
S001,P0001,2023-02-06,1560,717,416.7142857142857,62.75142857142857,5.714285714285714,1,725.0,1061.0,874.0,1028.75,942.875,384.2745329405355,1.1517241379310343
S001,P0001,2023-02-13,1148,569,318.57142857142856,69.83285714285714,14.285714285714286,1,1560.0,725.0,769.0,1123.5,987.125,343.4341275994569,-0.26410256410256405
S001,P0001,2023-02-20,886,854,265.7142857142857,72.18857142857142,8.571428571428571,1,1148.0,1560.0,1061.0,1079.75,981.125,364.54755062497225,-0.22822299651567945
S001,P0001,2023-02-27,1119,782,345.57142857142856,45.78,8.571428571428571,1,886.0,1148.0,725.0,1178.25,1017.75,280.2194080834993,0.26297968397291194
S001,P0001,2023-03-06,1358,785,359.85714285714283,76.83428571428571,11.428571428571429,1,1119.0,886.0,1560.0,1127.75,1078.25,193.17069308429453,0.21358355674709562
S001,P0001,2023-03-13,500,801,180.28571428571428,51.94428571428572,9.285714285714286,1,1358.0,1119.0,1148.0,965.75,1044.625,365.4352427813534,-0.6318114874815906
S001,P0001,2023-03-20,1250,752,354.0,64.57285714285715,11.428571428571429,1,500.0,1358.0,886.0,1056.75,1068.25,383.81538530913537,1.5
S001,P0001,2023-03-27,1439,906,329.85714285714283,51.76,9.285714285714286,1,1250.0,500.0,1119.0,1136.75,1157.5,431.5023174908798,0.1512
S001,P0001,2023-04-03,789,742,228.0,44.71714285714285,10.714285714285714,1,1439.0,1250.0,1358.0,994.5,1061.125,428.02686831552995,-0.4517025712300209
S001,P0001,2023-04-10,933,962,290.0,35.794285714285714,6.428571428571429,1,789.0,1439.0,500.0,1102.75,1034.25,295.52255977054165,0.18250950570342206
S001,P0001,2023-04-17,559,930,294.1428571428572,61.05571428571428,7.857142857142857,1,933.0,789.0,1250.0,930.0,993.375,372.6535477714746,-0.40085744908896037
S001,P0001,2023-04-24,994,953,225.7142857142857,62.84857142857143,12.142857142857142,1,559.0,933.0,1439.0,818.75,977.75,193.32248532784124,0.7781753130590341
S001,P0001,2023-05-01,674,935,237.7142857142857,48.16857142857143,15.0,1,994.0,559.0,789.0,790.0,892.25,207.26955074652602,-0.32193158953722334
S001,P0001,2023-05-08,697,472,202.28571428571428,30.052857142857142,10.714285714285714,1,674.0,994.0,933.0,731.0,916.875,185.43462459853626,0.03412462908011871
S001,P0001,2023-05-15,1204,682,295.7142857142857,69.79857142857144,7.857142857142857,1,697.0,674.0,559.0,892.25,911.125,253.83508425747624,0.7274031563845049
S001,P0001,2023-05-22,521,734,131.14285714285714,70.55999999999999,11.428571428571429,1,1204.0,697.0,994.0,774.0,796.375,297.1183826917032,-0.5672757475083057
S001,P0001,2023-05-29,686,693,239.8571428571429,44.31285714285714,10.714285714285714,1,521.0,1204.0,674.0,777.0,783.5,295.829906083434,0.3166986564299423
S001,P0001,2023-06-05,863,758,327.2857142857143,60.82,6.428571428571429,1,686.0,521.0,697.0,818.5,774.75,292.4910255033478,0.2580174927113703
S001,P0001,2023-06-12,1028,842,269.0,53.46571428571429,5.714285714285714,1,863.0,686.0,1204.0,774.5,833.375,219.2327530274618,0.19119351100811133
S001,P0001,2023-06-19,865,652,217.42857142857144,54.37428571428571,6.428571428571429,1,1028.0,863.0,521.0,860.5,817.25,139.68178120284713,-0.15856031128404668
S001,P0001,2023-06-26,1166,740,275.42857142857144,56.712857142857146,10.0,1,865.0,1028.0,686.0,980.5,878.75,145.84580899017996,0.34797687861271687
S001,P0001,2023-07-03,611,712,285.85714285714283,48.48428571428571,11.428571428571429,1,1166.0,865.0,863.0,917.5,868.0,238.50995786339834,-0.47598627787307035
S001,P0001,2023-07-10,797,875,250.42857142857144,56.355714285714285,11.428571428571429,1,611.0,1166.0,1028.0,859.75,817.125,230.67347051622573,0.3044189852700492
S001,P0001,2023-07-17,1217,778,340.42857142857144,39.69857142857143,9.285714285714286,1,797.0,611.0,865.0,947.75,904.125,292.26400736320585,0.5269761606022585
S001,P0001,2023-07-24,1470,630,357.2857142857143,80.99285714285715,11.428571428571429,0,1217.0,797.0,1166.0,1023.75,1002.125,390.83788199200967,0.20788824979457687
S001,P0001,2023-07-31,969,666,299.1428571428572,45.37285714285714,6.428571428571429,1,1470.0,1217.0,611.0,1113.25,1015.375,293.7440779544898,-0.3408163265306122
S001,P0001,2023-08-07,1261,914,302.2857142857143,50.651428571428575,12.142857142857142,1,969.0,1470.0,797.0,1229.25,1044.5,205.62810281346935,0.30134158926728594
S001,P0001,2023-08-14,999,912,274.7142857142857,46.98142857142857,13.571428571428571,1,1261.0,969.0,1217.0,1174.75,1061.25,236.52536861825214,-0.20777160983346554
S001,P0001,2023-08-21,981,634,273.57142857142856,43.09428571428572,10.714285714285714,1,999.0,1261.0,1470.0,1052.5,1038.125,139.54569144190745,-0.018018018018018056
S001,P0001,2023-08-28,722,950,189.8571428571429,52.59,10.0,1,981.0,999.0,969.0,990.75,1052.0,220.1701993155902,-0.2640163098878695
S001,P0001,2023-09-04,771,636,273.1428571428572,49.80142857142857,12.142857142857142,1,722.0,981.0,1261.0,868.25,1048.75,142.19089281666402,0.06786703601108024
S001,P0001,2023-09-11,462,552,248.7142857142857,46.45857142857143,7.857142857142857,1,771.0,722.0,999.0,734.0,954.375,213.31197809780872,-0.40077821011673154
S001,P0001,2023-09-18,1292,811,344.7142857142857,47.91,8.571428571428571,1,462.0,771.0,981.0,811.75,932.125,347.6975457683493,1.7965367965367967
S001,P0001,2023-09-25,1083,802,276.7142857142857,65.8157142857143,14.285714285714286,1,1292.0,462.0,722.0,902.0,946.375,363.14459929895696,-0.16176470588235292
S001,P0001,2023-10-02,856,848,265.2857142857143,57.77571428571429,12.857142857142858,1,1083.0,1292.0,771.0,923.25,895.75,355.3264930548617,-0.20960295475530932
S001,P0001,2023-10-09,506,862,280.85714285714283,54.64857142857142,8.571428571428571,1,856.0,1083.0,462.0,934.25,834.125,336.4682996459944,-0.4088785046728972
S001,P0001,2023-10-16,1103,764,238.0,71.46142857142857,4.285714285714286,1,506.0,856.0,1292.0,887.0,849.375,277.6052353012578,1.1798418972332017
S001,P0001,2023-10-23,1098,683,244.14285714285717,53.87285714285714,10.0,1,1103.0,506.0,1083.0,890.75,896.375,281.2132939010293,-0.004533091568449721
S001,P0001,2023-10-30,1164,885,285.0,62.25285714285714,12.857142857142858,1,1098.0,1103.0,856.0,967.75,945.5,309.29206800908,0.060109289617486406
S001,P0001,2023-11-06,899,779,180.42857142857144,43.39857142857143,11.428571428571429,1,1164.0,1098.0,506.0,1066.0,1000.125,115.3053916056546,-0.2276632302405498
S001,P0001,2023-11-13,928,834,231.7142857142857,53.23571428571428,5.0,1,899.0,1164.0,1103.0,1022.25,954.625,128.9764190333516,0.032258064516129004
S001,P0001,2023-11-20,1183,745,266.2857142857143,47.26714285714286,9.285714285714286,1,928.0,899.0,1098.0,1043.5,967.125,150.77687709548405,0.2747844827586208
S001,P0001,2023-11-27,1137,719,372.8571428571428,47.07,8.571428571428571,1,1183.0,928.0,1164.0,1036.75,1002.25,144.03790010503033,-0.0388841927303466
S001,P0001,2023-12-04,904,559,223.0,58.34857142857143,4.285714285714286,1,1137.0,1183.0,899.0,1038.0,1052.0,142.45701105947728,-0.20492524186455585
S001,P0001,2023-12-11,805,989,218.28571428571428,56.98,14.285714285714286,1,904.0,1137.0,928.0,1007.25,1014.75,181.92374776262727,-0.10951327433628322
S001,P0001,2023-12-18,1285,666,380.2857142857143,36.98285714285714,10.0,1,805.0,904.0,1183.0,1032.75,1038.125,218.28479104142835,0.5962732919254659
S001,P0001,2023-12-25,619,643,201.14285714285717,39.93285714285714,7.857142857142857,1,1285.0,805.0,1137.0,903.25,970.0,280.5855484518047,-0.5182879377431906
S001,P0001,2024-01-01,40,93,223.0,55.26,15.0,0,619.0,1285.0,904.0,687.25,862.625,514.7040411731775,-0.9353796445880452
S001,P0002,2022-02-14,1562,581,312.2857142857143,51.41142857142857,7.857142857142857,1,984.0,1253.0,1193.0,1131.75,1022.25,358.07855283443047,0.5873983739837398
S001,P0002,2022-02-21,1040,899,230.42857142857144,52.57,7.857142857142857,1,1562.0,984.0,728.0,1209.75,1113.125,261.87067418861545,-0.33418693982074266
S001,P0002,2022-02-28,783,570,252.7142857142857,51.81,10.714285714285714,1,1040.0,1562.0,1253.0,1092.25,1098.875,332.0385268810433,-0.24711538461538463
S001,P0002,2022-03-07,1285,820,263.1428571428572,58.59,10.714285714285714,1,783.0,1040.0,984.0,1167.5,1103.5,333.43315172110084,0.6411238825031929
S001,P0002,2022-03-14,985,786,251.42857142857144,49.17285714285715,16.428571428571427,1,1285.0,783.0,1562.0,1023.25,1077.5,206.54035118268456,-0.2334630350194552
S001,P0002,2022-03-21,1460,943,308.85714285714283,51.11142857142857,7.857142857142857,1,985.0,1285.0,1040.0,1128.25,1169.0,302.40521931121935,0.48223350253807107
S001,P0002,2022-03-28,641,866,248.57142857142856,40.09857142857143,6.428571428571429,1,1460.0,985.0,783.0,1092.75,1092.5,359.40726666740244,-0.560958904109589
S001,P0002,2022-04-04,847,527,211.57142857142856,56.03857142857142,7.142857142857143,1,641.0,1460.0,1285.0,983.25,1075.375,347.8470688870805,0.32137285491419654
S001,P0002,2022-04-11,848,737,347.57142857142856,67.98142857142857,5.0,1,847.0,641.0,985.0,949.0,986.125,354.3021309560528,0.0011806375442739991
S001,P0002,2022-04-18,1306,850,283.1428571428572,67.00714285714285,10.714285714285714,1,848.0,847.0,1460.0,910.5,1019.375,281.06286366813623,0.5400943396226414
S001,P0002,2022-04-25,1255,615,263.2857142857143,46.49714285714286,10.714285714285714,1,1306.0,848.0,641.0,1064.0,1078.375,250.85852586667247,-0.03905053598774888
S001,P0002,2022-05-02,658,1025,229.14285714285717,64.78428571428572,10.0,1,1255.0,1306.0,847.0,1016.75,1000.0,314.9638868187907,-0.47569721115537844
S001,P0002,2022-05-09,759,886,250.7142857142857,57.55571428571428,9.285714285714286,1,658.0,1255.0,848.0,994.5,971.75,333.4591429245868,0.1534954407294833
S001,P0002,2022-05-16,560,1054,232.8571428571429,36.56,11.428571428571429,1,759.0,658.0,1306.0,808.0,859.25,308.87645858282343,-0.2621870882740448
S001,P0002,2022-05-23,778,810,258.1428571428572,48.24285714285714,6.428571428571429,1,560.0,759.0,1255.0,688.75,876.375,100.70211848152276,0.38928571428571423
S001,P0002,2022-05-30,917,906,357.1428571428572,56.96714285714285,10.714285714285714,1,778.0,560.0,658.0,753.5,885.125,146.97505457276296,0.17866323907455017
S001,P0002,2022-06-06,510,618,319.2857142857143,67.03571428571429,9.285714285714286,1,917.0,778.0,759.0,691.25,842.875,190.23384732130782,-0.4438386041439476
S001,P0002,2022-06-13,773,828,288.42857142857144,68.79571428571428,12.142857142857142,1,510.0,917.0,560.0,744.5,776.25,169.98137152837262,0.5156862745098039
S001,P0002,2022-06-20,1222,713,334.57142857142856,37.92714285714286,12.142857142857142,1,773.0,510.0,778.0,855.5,772.125,296.80577263029545,0.5808538163001293
S001,P0002,2022-06-27,791,609,245.57142857142856,47.98428571428571,10.0,1,1222.0,773.0,917.0,824.0,788.75,294.78240562602554,-0.3527004909983633
S001,P0002,2022-07-04,1130,669,264.42857142857144,54.90428571428571,10.714285714285714,1,791.0,1222.0,510.0,979.0,835.125,230.6729286240585,0.4285714285714286
S001,P0002,2022-07-11,1092,660,266.7142857142857,69.89428571428572,6.428571428571429,1,1130.0,791.0,773.0,1058.75,901.625,186.6572170227196,-0.03362831858407078
S001,P0002,2022-07-18,980,752,315.85714285714283,49.32,11.428571428571429,1,1092.0,1130.0,1222.0,998.25,926.875,152.13234370113406,-0.10256410256410253
S001,P0002,2022-07-25,516,1064,210.7142857142857,59.81,5.0,1,980.0,1092.0,791.0,929.5,876.75,282.9246071541557,-0.47346938775510206
S001,P0002,2022-08-01,895,659,243.7142857142857,68.69428571428571,4.285714285714286,1,516.0,980.0,1130.0,870.75,924.875,249.88180539340325,0.7344961240310077
S001,P0002,2022-08-08,1343,521,275.1428571428572,50.87857142857143,12.857142857142858,1,895.0,516.0,1092.0,933.5,996.125,339.431387273874,0.500558659217877
S001,P0002,2022-08-15,1178,885,221.28571428571428,60.74285714285714,7.142857142857143,1,1343.0,895.0,980.0,983.0,990.625,362.1500609784108,-0.12285927029039467
S001,P0002,2022-08-22,861,739,254.57142857142856,39.94857142857143,4.285714285714286,1,1178.0,1343.0,516.0,1069.25,999.375,231.29832828333767,-0.26910016977928697
S001,P0002,2022-08-29,936,861,293.42857142857144,56.36,10.0,1,861.0,1178.0,895.0,1079.5,975.125,221.71227600954646,0.08710801393728218
S001,P0002,2022-09-05,1135,916,318.0,62.23142857142857,10.714285714285714,1,936.0,861.0,1343.0,1027.5,980.5,153.08058879775265,0.21260683760683752
S001,P0002,2022-09-12,848,997,268.85714285714283,60.31,8.571428571428571,1,1135.0,936.0,1178.0,945.0,964.0,132.47138055695893,-0.25286343612334805
S001,P0002,2022-09-19,1757,613,388.1428571428572,47.33142857142857,7.857142857142857,1,848.0,1135.0,861.0,1169.0,1119.125,409.9715437279357,1.071933962264151
S001,P0002,2022-09-26,1257,800,333.1428571428572,56.39857142857142,10.714285714285714,1,1757.0,848.0,936.0,1249.25,1164.375,379.44026758722725,-0.28457598178713717
S001,P0002,2022-10-03,807,856,273.0,60.28285714285715,6.428571428571429,1,1257.0,1757.0,1135.0,1167.25,1097.375,442.5534807606119,-0.35799522673031026
S001,P0002,2022-10-10,1118,1081,240.28571428571428,63.95,7.142857142857143,1,807.0,1257.0,848.0,1234.75,1089.875,395.7443408734145,0.38537794299876094
S001,P0002,2022-10-17,741,744,276.7142857142857,33.315714285714286,10.0,1,1118.0,807.0,1757.0,980.75,1074.875,246.8607907303223,-0.33720930232558144
S001,P0002,2022-10-24,1230,777,271.2857142857143,51.605714285714285,11.428571428571429,1,741.0,1118.0,1257.0,974.0,1111.625,236.95991222145568,0.6599190283400809
S001,P0002,2022-10-31,1375,736,339.0,64.26285714285714,8.571428571428571,1,1230.0,741.0,807.0,1116.0,1141.625,271.23544507801086,0.11788617886178865
S001,P0002,2022-11-07,1415,1062,382.2857142857143,43.97571428571428,8.571428571428571,1,1375.0,1230.0,1118.0,1190.25,1212.5,309.8659656475145,0.029090909090909056
S001,P0002,2022-11-14,1194,790,303.0,59.06142857142857,6.428571428571429,1,1415.0,1375.0,741.0,1303.5,1142.125,107.91509007857357,-0.15618374558303882
S001,P0002,2022-11-21,1279,737,304.57142857142856,62.167142857142856,12.857142857142858,1,1194.0,1415.0,1230.0,1315.75,1144.875,99.22155343808444,0.0711892797319933
S001,P0002,2022-11-28,952,674,287.1428571428572,51.87571428571429,10.714285714285714,1,1279.0,1194.0,1375.0,1210.0,1163.0,194.59873243848904,-0.25566849100860045
S001,P0002,2022-12-05,872,938,252.42857142857144,42.56142857142857,11.428571428571429,1,952.0,1279.0,1415.0,1074.25,1132.25,193.31558826609574,-0.08403361344537819
S001,P0002,2022-12-12,868,854,256.0,56.11428571428571,15.714285714285714,1,872.0,952.0,1194.0,992.75,1148.125,194.7158185664431,-0.004587155963302725
S001,P0002,2022-12-19,702,877,284.85714285714283,54.06,12.142857142857142,1,868.0,872.0,1279.0,848.5,1082.125,105.05078137104292,-0.1912442396313364
S001,P0002,2022-12-26,648,854,315.85714285714283,46.87857142857143,10.0,1,702.0,868.0,952.0,772.5,991.25,114.73302343556827,-0.07692307692307687
S001,P0002,2023-01-02,849,667,240.8571428571429,39.56857142857143,15.714285714285714,1,648.0,702.0,872.0,766.75,920.5,108.4907830186509,0.3101851851851851
S001,P0002,2023-01-09,923,968,275.85714285714283,60.73,7.857142857142857,1,849.0,648.0,868.0,780.5,886.625,127.43233498606227,0.08716136631330973
S001,P0002,2023-01-16,1060,904,231.42857142857144,56.64,7.142857142857143,1,923.0,849.0,702.0,870.0,859.25,171.8856208839665,0.1484290357529794
S001,P0002,2023-01-23,909,819,262.2857142857143,45.33,13.571428571428571,1,1060.0,923.0,648.0,935.25,853.875,89.14548034907132,-0.14245283018867927
S001,P0002,2023-01-30,800,759,262.42857142857144,64.45571428571428,15.0,1,909.0,1060.0,849.0,923.0,844.875,106.60519061784309,-0.11991199119911988
S001,P0002,2023-02-06,1116,741,251.42857142857144,53.39142857142857,12.857142857142858,1,800.0,909.0,923.0,971.25,875.875,143.794703194056,0.395
S001,P0002,2023-02-13,665,692,279.0,75.22857142857143,10.0,1,1116.0,800.0,1060.0,872.5,871.25,190.55795268981382,-0.40412186379928317
S001,P0002,2023-02-20,1047,930,289.2857142857143,47.962857142857146,7.857142857142857,1,665.0,1116.0,909.0,907.0,921.125,210.7874126539185,0.5744360902255639
S001,P0002,2023-02-27,1298,778,290.42857142857144,70.19857142857143,10.0,1,1047.0,665.0,800.0,1031.5,977.25,266.28618689923314,0.23973256924546327
S001,P0002,2023-03-06,515,1074,220.28571428571428,57.91428571428572,8.571428571428571,1,1298.0,1047.0,1116.0,881.25,926.25,356.8644700723231,-0.6032357473035439
S001,P0002,2023-03-13,608,588,234.42857142857144,68.13571428571429,6.428571428571429,1,515.0,1298.0,665.0,867.0,869.75,369.2993365821282,0.18058252427184462
S001,P0002,2023-03-20,848,766,270.2857142857143,43.94714285714286,10.714285714285714,1,608.0,515.0,1047.0,817.25,862.125,349.86032927441204,0.39473684210526305
S001,P0002,2023-03-27,1073,741,262.1428571428572,69.81142857142858,12.857142857142858,1,848.0,608.0,1298.0,761.0,896.25,250.89041432466087,0.2653301886792452
S001,P0002,2023-04-03,299,571,261.85714285714283,64.55714285714286,10.0,1,1073.0,848.0,515.0,707.0,794.125,331.71373200396755,-0.7213420316868593
S001,P0002,2023-04-10,1029,1065,353.2857142857143,74.39857142857143,1.4285714285714286,1,299.0,1073.0,608.0,812.25,839.625,355.75026352766065,2.4414715719063547
S001,P0002,2023-04-17,1030,896,308.85714285714283,52.65714285714285,12.142857142857142,1,1029.0,299.0,848.0,857.75,837.5,373.0642259272077,0.0009718172983479434
S001,P0002,2023-04-24,404,825,255.8571428571429,40.22285714285714,11.428571428571429,1,1030.0,1029.0,1073.0,690.5,725.75,393.783781619643,-0.6077669902912621
S001,P0002,2023-05-01,1059,516,275.57142857142856,62.51571428571429,10.714285714285714,1,404.0,1030.0,299.0,880.5,793.75,317.9711726975681,1.6212871287128712
S001,P0002,2023-05-08,727,927,281.57142857142856,55.15285714285714,13.571428571428571,1,1059.0,404.0,1029.0,805.0,808.625,306.6083277842705,-0.31350330500472146
S001,P0002,2023-05-15,672,550,252.0,50.23857142857143,6.428571428571429,1,727.0,1059.0,1030.0,715.5,786.625,268.978933499757,-0.07565337001375516
S001,P0002,2023-05-22,663,736,334.0,59.09571428571428,11.428571428571429,1,672.0,727.0,404.0,780.25,735.375,187.97406736036757,-0.013392857142857095
S001,P0002,2023-05-29,1250,880,304.85714285714283,65.46428571428571,12.142857142857142,1,663.0,672.0,1059.0,828.0,854.25,282.7519525426247,0.8853695324283559
